id	is_closed	name	province	city	detail_addr	tel	business_hours	holiday	type	grade	homepage	latitude	longitude	menu	zip	parking	tel2	distance	rough_map_desc	price	
850	false	커피빈 시흥홈플러스점	수도권	서울	서울시 금천구 시흥동992-47 시흥홈플러스1층	02-803-9994			빵집	일부 채식	http://www.coffeebeankorea.com/	37.451977	126.900711	플레인 베이글(크림 치즈 제외)							
851	false	커피빈 신사가로수길점	수도권	서울	서울시 강남구 신사동 532-8 예빌딩1층	02-544-9853			빵집	일부 채식	http://www.coffeebeankorea.com/	37.522659	127.022369	플레인 베이글(크림 치즈 제외)							
852	false	커피빈 신사역점	수도권	서울	서울 강남구 논현동17 동신빌딩2층	02-548-2457			빵집	일부 채식	http://www.coffeebeankorea.com/	37.515377	127.020111	플레인 베이글(크림 치즈 제외)							
853	false	커피빈 신사점	수도권	서울	서울특별시 강남구 논현동4-2	02-548-2741			빵집	일부 채식	http://www.coffeebeankorea.com/	37.516926	127.0224	플레인 베이글(크림 치즈 제외)							
854	false	커피빈 신촌기차역아래점	수도권	서울	서울시 서대문구 창천동5-23	02-313-8975			빵집	일부 채식	http://www.coffeebeankorea.com/	37.558712	126.939682	플레인 베이글(크림 치즈 제외)							
855	false	커피빈 신촌대로점	수도권	서울	서울시 서대문구 창천동29-75 1층	02-362-3208			빵집	일부 채식	http://www.coffeebeankorea.com/	37.555943	126.93853	플레인 베이글(크림 치즈 제외)							
856	false	커피빈 신촌역앞점	수도권	서울	서울시 서대문구 대현동 27-27 2층	02-312-5568			빵집	일부 채식	http://www.coffeebeankorea.com/	37.558338	126.94313	플레인 베이글(크림 치즈 제외)							
857	false	커피빈 신촌점	수도권	서울	서울시 서대문구 창천동18-26 로비층(B1)	02-363-5572			빵집	일부 채식	http://www.coffeebeankorea.com/	37.556286	126.937378	플레인 베이글(크림 치즈 제외)							
858	false	커피빈 신촌현대백화점	수도권	서울	서울 서대문구 창천동 30-33번지 현대백화점신촌점	02-3145-1789			빵집	일부 채식	http://www.coffeebeankorea.com/	37.556072	126.935799	플레인 베이글(크림 치즈 제외)							
859	false	커피빈 압구정로데오점	수도권	서울	서울시 강남구 신사동 663-24 석전빌딩1-4층	02-3445-5093			빵집	일부 채식	http://www.coffeebeankorea.com/	37.526062	127.038994	플레인 베이글(크림 치즈 제외)							
860	false	커피빈 압구정시티점	수도권	서울	서울시 강남구 신사동648-12 1층	02-543-5922			빵집	일부 채식	http://www.coffeebeankorea.com/	37.523697	127.03698	플레인 베이글(크림 치즈 제외)							
861	false	커피빈 압구정에스점	수도권	서울	서울시 강남구 신사동660-1	02-541-5832			빵집	일부 채식	http://www.coffeebeankorea.com/	37.528248	127.036896	플레인 베이글(크림 치즈 제외)							
862	false	커피빈 압구정역점	수도권	서울	서울특별시 강남구 신사동 599번지 압구정빌딩1층	02-544-6823			빵집	일부 채식	http://www.coffeebeankorea.com/	37.524039	127.02873	플레인 베이글(크림 치즈 제외)							
863	false	커피빈 압구정점	수도권	서울	서울 강남구 신사동 580-5 지상 1. 2층	02-516-8024			빵집	일부 채식	http://www.coffeebeankorea.com/	37.526325	127.027908	플레인 베이글(크림 치즈 제외)							
864	false	커피빈 양재스포타임점	수도권	서울	서울특별시 서초구 양재동24번지 스포타임내지하1층	02-578-6833			빵집	일부 채식	http://www.coffeebeankorea.com/	37.482716	127.03492	플레인 베이글(크림 치즈 제외)							
865	false	커피빈 언주로점	수도권	서울	서울시 강남구 신사동 627-17 1층	02-546-3871			빵집	일부 채식	http://www.coffeebeankorea.com/	37.523315	127.032784	플레인 베이글(크림 치즈 제외)							
866	false	커피빈 여의도34번지점	수도권	서울	서울 영등포구 여의도동 34-1 심팩빌딩 1층	02-783-2043			빵집	일부 채식	http://www.coffeebeankorea.com/	37.522686	126.929489	플레인 베이글(크림 치즈 제외)							
867	false	커피빈 여의도교보증권점	수도권	서울	서울시 영등포구 여의도동 26-4 교보증권빌딩1층	02-783-6058			빵집	일부 채식	http://www.coffeebeankorea.com/	37.522476	126.924576	플레인 베이글(크림 치즈 제외)							
868	false	커피빈 여의도순복음교회옆점	수도권	서울	서울 영등포구 여의도동11-11 한서리버파크2층	02-780-7758			빵집	일부 채식	http://www.coffeebeankorea.com/	37.530574	126.924866	플레인 베이글(크림 치즈 제외)							
869	false	커피빈 여의도점	수도권	서울	서울시 영등포구 여의도동23-5 한화증권빌딩1층	02-6290-6292			빵집	일부 채식	http://www.coffeebeankorea.com/	37.524006	126.922867	플레인 베이글(크림 치즈 제외)							
870	false	커피빈 여의도중앙점	수도권	서울	서울시 영등포구 여의도동 14-34 두산인프라코어빌딩내	02-3775-0548			빵집	일부 채식	http://www.coffeebeankorea.com/	37.528725	126.920113	플레인 베이글(크림 치즈 제외)							
871	false	커피빈 역삼점	수도권	서울	서울특별시 강남구 역삼동668-17	02-569-8051			빵집	일부 채식	http://www.coffeebeankorea.com/	37.5023	127.036507	플레인 베이글(크림 치즈 제외)							
872	false	커피빈 역삼포스틸타워뒷점	수도권	서울	서울시 강남구 역삼동735-32	02-554-9962			빵집	일부 채식	http://www.coffeebeankorea.com/	37.49905	127.034126	플레인 베이글(크림 치즈 제외)							
873	false	커피빈 영동고앞점	수도권	서울	서울시 강남구 논현동101-24 1,2층	02-544-3794			빵집	일부 채식	http://www.coffeebeankorea.com/	37.521442	127.039459	플레인 베이글(크림 치즈 제외)							
874	false	커피빈 영동점	수도권	서울	서울 서초구 반포동736-17 P빌딩2층	02-3443-2096			빵집	일부 채식	http://www.coffeebeankorea.com/	37.506805	127.022797	플레인 베이글(크림 치즈 제외)							
875	false	커피빈 올림픽공원북2문앞점	수도권	서울	서울시 강동구 성내동448-3	02-471-2372			빵집	일부 채식	http://www.coffeebeankorea.com/	37.524349	127.128258	플레인 베이글(크림 치즈 제외)							
876	false	커피빈 올림픽플라자	수도권	서울	서울특별시 송파구 방이동 89-11 올림픽선수기자촌아파트	02-402-3571			빵집	일부 채식	http://www.coffeebeankorea.com/	37.51572	127.132233	플레인 베이글(크림 치즈 제외)							
877	false	커피빈 왕십리민자역사점	수도권	서울	서울 성동구 행당동168-1 왕십리민자역사ENTER6내	02-2200-6120			빵집	일부 채식	http://www.coffeebeankorea.com/	37.562149	127.037941	플레인 베이글(크림 치즈 제외)							
878	false	커피빈 외대앞점	수도권	서울	서울시 동대문구 이문동 288-94번지 1~3층	02-959-7750			빵집	일부 채식	http://www.coffeebeankorea.com/	37.596031	127.060204	플레인 베이글(크림 치즈 제외)							
879	false	커피빈 용인보정동점	수도권	용인	경기 용인시 기흥구 보정동1193-8번지	031-889-3171			빵집	일부 채식	http://www.coffeebeankorea.com/	37.320988	127.10997	플레인 베이글(크림 치즈 제외)							
880	false	커피빈 울산삼산동점	경상	울산	울산광역시 남구 삼산동1526-9,10번지 삼산타워	052-227-5584			빵집	일부 채식	http://www.coffeebeankorea.com/	35.539509	129.336792	플레인 베이글(크림 치즈 제외)							
881	false	커피빈 을지명보플라자점	수도권	서울	서울특별시 중구 초동18-5 명보플라자빌딩101	02-2263-8038			빵집	일부 채식	http://www.coffeebeankorea.com/	37.564697	126.993172	플레인 베이글(크림 치즈 제외)							
882	false	커피빈 의정부홈플러스점	수도권	의정부	경기도 의정부시 금오동475-1번지 의정부홈플러스내1층	031-852-9940			빵집	일부 채식	http://www.coffeebeankorea.com/	37.752132	127.070999	플레인 베이글(크림 치즈 제외)							
883	false	커피빈 이대역점	수도권	서울	서울 서대문구 대현동45-10 지상1,2층	02-362-2038			빵집	일부 채식	http://www.coffeebeankorea.com/	37.557163	126.945999	플레인 베이글(크림 치즈 제외)							
884	false	커피빈 이수역방주교회앞점	수도권	서울	서울 서초구 방배동421-3	02-584-3991			빵집	일부 채식	http://www.coffeebeankorea.com/	37.484886	126.983932	플레인 베이글(크림 치즈 제외)							
885	false	커피빈 이촌중앙점	수도권	서울	서울시 용산구 이촌동 300-301 삼익상가	02-790-3688			빵집	일부 채식	http://www.coffeebeankorea.com/	37.51852	126.976036	플레인 베이글(크림 치즈 제외)							
886	false	커피빈 이태원점	수도권	서울	서울시 용산구 이태원동 127-12 2층	02-793-3166			빵집	일부 채식	http://www.coffeebeankorea.com/	37.534187	126.994179	플레인 베이글(크림 치즈 제외)							
887	false	커피빈 인사점	수도권	서울	서울 종로구 낙원동 272 프레이저스위츠1층	02-6262-8100			빵집	일부 채식	http://www.coffeebeankorea.com/	37.57296	126.987335	플레인 베이글(크림 치즈 제외)							
888	false	커피빈 인천간석홈플러스점	수도권	인천	인천광역시 남동구 간석4동 616-4 인천간석홈플러스	032-862-5517			빵집	일부 채식	http://www.coffeebeankorea.com/	37.467503	126.689919	플레인 베이글(크림 치즈 제외)							
889	false	커피빈 인천구월동점	수도권	인천	인천광역시 남동구 구월동 1456번지 이토타워1,2층	032-421-3418			빵집	일부 채식	http://www.coffeebeankorea.com/	37.446201	126.700996	플레인 베이글(크림 치즈 제외)							
890	false	커피빈 인천국제공항1호점	수도권	인천	인천 중구 운서동2851번지 인천국제공항여객터미널1층 FB-P3-02	032-743-7216			빵집	일부 채식	http://www.coffeebeankorea.com/	37.447548	126.458092	플레인 베이글(크림 치즈 제외)							
891	false	커피빈 인천국제공항2호점	수도권	인천	인천광역시 중구 운서동 2851번지 인천국제공항 여객터미널3층(출입국심사대안쪽1번게이트좌측)	032-743-7213			빵집	일부 채식	http://www.coffeebeankorea.com/	37.447548	126.458092	플레인 베이글(크림 치즈 제외)							
892	false	커피빈 인천국제공항3호점	수도권	인천	인천광역시 중구 운서동 2851번지 인천국제공항 신규탑승동서편3층(푸드코트내)	032-743-7223			빵집	일부 채식	http://www.coffeebeankorea.com/	37.447548	126.458092	플레인 베이글(크림 치즈 제외)							
893	false	커피빈 일산라페스타점	수도권	일산	경기도 고양시 일산동구 장항동 761번지 라페스타 C동	031-907-2326			빵집	일부 채식	http://www.coffeebeankorea.com/	37.662003	126.767357	플레인 베이글(크림 치즈 제외)							
894	false	커피빈 일산웨스턴돔1호점	수도권	일산	경기도 고양시 일산동구 장항동 867번지 I동103호	031-931-5573			빵집	일부 채식	http://www.coffeebeankorea.com/	37.655701	126.771957	플레인 베이글(크림 치즈 제외)							
895	false	커피빈 일산웨스턴돔2호점	수도권	일산	경기도 고양시 일산동구 장항동869번지 A동303호	031-931-5571			빵집	일부 채식	http://www.coffeebeankorea.com/	37.654629	126.771065	플레인 베이글(크림 치즈 제외)							
896	false	커피빈 일산킨텍스현대백화점점	수도권	일산	경기도 고양시 일산서구 대화동2062 현대백화점킨텍스점	031-822-3575			빵집	일부 채식	http://www.coffeebeankorea.com/	37.685219	126.756004	플레인 베이글(크림 치즈 제외)							
897	false	커피빈 잠실신천점	수도권	서울	서울시 송파구 잠실동242-10번지 청호빌딩1층	02-416-9520			빵집	일부 채식	http://www.coffeebeankorea.com/	37.507401	127.090057	플레인 베이글(크림 치즈 제외)							
898	false	커피빈 잠실홈플러스점	수도권	서울	서울 송파구 신천동 7-12번지 잠실홈플러스1층	02-413-9561			빵집	일부 채식	http://www.coffeebeankorea.com/	37.516202	127.103035	플레인 베이글(크림 치즈 제외)							
899	false	커피빈 정부종합청사점	수도권	서울	서울시 종로구 세종로77-6 정부종합청사 1층	02-737-3308			빵집	일부 채식	http://www.coffeebeankorea.com/	37.574883	126.975204	플레인 베이글(크림 치즈 제외)							
900	false	커피빈 종로관철동점	수도권	서울	서울 종로구 관철동 11-4 지하1, 지상1,2,3층	02-738-5333			빵집	일부 채식	http://www.coffeebeankorea.com/	37.568447	126.986717	플레인 베이글(크림 치즈 제외)							
901	false	커피빈 종로씨네코아점	수도권	서울	서울시 종로구 관철동 33-1 씨네코아빌딩내 1층	02-2264-9022			빵집	일부 채식	http://www.coffeebeankorea.com/	37.568913	126.98806	플레인 베이글(크림 치즈 제외)							
902	false	커피빈 죽전단국대앞점	수도권	용인	경기도 용인시 수지구 죽전동1335-1 1층	031-897-2936			빵집	일부 채식	http://www.coffeebeankorea.com/	37.324402	127.124947	플레인 베이글(크림 치즈 제외)							
903	false	커피빈 중계동은행사거리점	수도권	서울	서울 노원구 중계동359-11 1층	02-931-3055			빵집	일부 채식	http://www.coffeebeankorea.com/	37.651176	127.076462	플레인 베이글(크림 치즈 제외)							
904	false	커피빈 중동로담코2호점	수도권	부천시	경기도 부천시 원미구 중동 1164 현대백화점U-Plex관	032-623-1620			빵집	일부 채식	http://www.coffeebeankorea.com/	37.504276	126.762024	플레인 베이글(크림 치즈 제외)							
905	false	커피빈 중동위브더스테이트점	수도권	부천시	경기 부천시 원미구 중2동 1106 더스테이트몰	032-613-5101			빵집	일부 채식	http://www.coffeebeankorea.com/	37.501186	126.777222	플레인 베이글(크림 치즈 제외)							
906	false	커피빈 차병원점	수도권	서울	서울시 강남구 역삼동650-9 강남차병원	02-538-7615			빵집	일부 채식	http://www.coffeebeankorea.com/	37.506573	127.034798	플레인 베이글(크림 치즈 제외)							
907	false	커피빈 창원상남동점	경상	창원시	경남 창원시 상남동78-3 마이우스오피스텔1~2층	055-211-0737			빵집	일부 채식	http://www.coffeebeankorea.com/	35.223527	128.680793	플레인 베이글(크림 치즈 제외)							
908	false	커피빈 창원City7점	경상	창원시	경상남도 창원시 두대동339번지 시티세븐C동W105호	055-600-5361			빵집	일부 채식	http://www.coffeebeankorea.com/	35.240686	128.652649	플레인 베이글(크림 치즈 제외)							
909	false	커피빈 천안야우리점	충청	천안시	충남 천안시 신부동354-1 신관1층	041-565-8813			빵집	일부 채식	http://www.coffeebeankorea.com/	36.820251	127.156708	플레인 베이글(크림 치즈 제외)							
910	false	커피빈 천안점	충청	천안시	충남 천안시 신부동354-1 본관3동 2층	041-564-8555			빵집	일부 채식	http://www.coffeebeankorea.com/	36.820251	127.156708	플레인 베이글(크림 치즈 제외)							
911	false	커피빈 천호동행복빌딩점	수도권	서울	서울시 강동구 천호동 421-4 행복타워1 층	02-487-7768			빵집	일부 채식	http://www.coffeebeankorea.com/	37.540096	127.127129	플레인 베이글(크림 치즈 제외)							
912	false	커피빈 천호현대백화점옆점	수도권	서울	서울시 강동구 천호동 455-4 동호빌딩1층	02-474-5571			빵집	일부 채식	http://www.coffeebeankorea.com/	37.538918	127.125214	플레인 베이글(크림 치즈 제외)							
913	false	커피빈 청담성당점	수도권	서울	서울 강남구 청담동 21 이림빌딩2층	02-542-2053			빵집	일부 채식	http://www.coffeebeankorea.com/	37.522545	127.041618	플레인 베이글(크림 치즈 제외)							
914	false	커피빈 청담안세병원옆점	수도권	서울	서울 강남구 청담동87-8	02-514-3095			빵집	일부 채식	http://www.coffeebeankorea.com/	37.523739	127.040909	플레인 베이글(크림 치즈 제외)							
915	false	커피빈 청담에스점	수도권	서울	서울특별시 강남구 청담동118-17 네이처포엠빌딩	02-548-6052			빵집	일부 채식	http://www.coffeebeankorea.com/	37.525219	127.047218	플레인 베이글(크림 치즈 제외)							
916	false	커피빈 청담점	수도권	서울	서울시 강남구 청담동 88번지	02-515-8542			빵집	일부 채식	http://www.coffeebeankorea.com/	37.525391	127.040833	플레인 베이글(크림 치즈 제외)							
917	false	커피빈 청담카페점	수도권	서울	서울 강남구 청담동92-12 파크빌딩1층	02-514-5622			빵집	일부 채식	http://www.coffeebeankorea.com/	37.52446	127.044411	플레인 베이글(크림 치즈 제외)							
918	false	커피빈 청주점	충청	청주시	충북 청주시 상당구 북문로 1가 (성안길) 68-15	043-221-2373			빵집	일부 채식	http://www.coffeebeankorea.com/	36.634499	127.489281	플레인 베이글(크림 치즈 제외)							
919	false	커피빈 청주지웰시티점	충청	청주시	충북 청주시 흥덕구 복대동 3379번지 신영지웰시티상가	043-238-3151			빵집	일부 채식	http://www.coffeebeankorea.com/	36.644032	127.424828	플레인 베이글(크림 치즈 제외)							
920	false	커피빈 충무로극동빌딩점	수도권	서울	서울 중구 충무로3가 60-1번지 극동빌딩1층	02-2273-3181			빵집	일부 채식	http://www.coffeebeankorea.com/	37.561787	126.991043	플레인 베이글(크림 치즈 제외)							
921	false	커피빈 코엑스미니점	수도권	서울	서울특별시 강남구 삼성동159-1 코엑스 지하1층	02-6002-3420			빵집	일부 채식	http://www.coffeebeankorea.com/	37.512405	127.058823	플레인 베이글(크림 치즈 제외)							
922	false	커피빈 코엑스인터점	수도권	서울	서울 강남구 삼성1동 코엑스인터콘티넨탈 아케이드 C-08	02-569-3103			빵집	일부 채식	http://www.coffeebeankorea.com/	37.511234	127.059601	플레인 베이글(크림 치즈 제외)							
923	false	커피빈 태평로점	수도권	서울	서울시 중구 태평로2가 120번지 B1	02-775-3115			빵집	일부 채식	http://www.coffeebeankorea.com/	37.561081	126.974556	플레인 베이글(크림 치즈 제외)							
924	false	커피빈 테헤란로비젼타워점	수도권	서울	서울 강남구 역삼동 707-2 1층	02-558-7101			빵집	일부 채식	http://www.coffeebeankorea.com/	37.502903	127.045036	플레인 베이글(크림 치즈 제외)							
925	false	커피빈 테헤란로하이닉스뒷점	수도권	서울	서울시 강남구 대치동 890-60번지	02-538-9927			빵집	일부 채식	http://www.coffeebeankorea.com/	37.504704	127.053146	플레인 베이글(크림 치즈 제외)							
926	false	커피빈 트레이드타워점	수도권	서울	서울시 강남구 삼성동159-1번지 트레이드타워 B1	02-6002-6470			빵집	일부 채식	http://www.coffeebeankorea.com/	37.510323	127.06102	플레인 베이글(크림 치즈 제외)							
927	false	커피빈 하나은행경복궁역점	수도권	서울	서울 종로구 적선동80번지 현대적선빌딩1층	02-733-5108			빵집	일부 채식	http://www.coffeebeankorea.com/	37.575329	126.973305	플레인 베이글(크림 치즈 제외)							
928	false	커피빈 하나은행신설동점	수도권	서울	서울 종로구 숭인동1365번지 1층	02-2233-7108			빵집	일부 채식	http://www.coffeebeankorea.com/	37.575001	127.02282	플레인 베이글(크림 치즈 제외)							
929	false	커피빈 하나은행을지본점	수도권	서울	서울시 중구 을지로1가 101-1 하나은행본점 지하1층	02-318-7861			빵집	일부 채식	http://www.coffeebeankorea.com/	37.566452	126.98185	플레인 베이글(크림 치즈 제외)							
930	false	커피빈 학동사거리점	수도권	서울	서울 강남구 논현동 94번지 1층	02-544-3618			빵집	일부 채식	http://www.coffeebeankorea.com/	37.522564	127.038528	플레인 베이글(크림 치즈 제외)							
931	false	커피빈 학동역점	수도권	서울	서울시 강남구 논현동 88-9번지 1층	02-3444-9973			빵집	일부 채식	http://www.coffeebeankorea.com/	37.514648	127.032043	플레인 베이글(크림 치즈 제외)							
932	false	커피빈 해운대점	경상	부산	부산 해운대구 중1동 1392-26	051-741-3920			빵집	일부 채식	http://www.coffeebeankorea.com/	35.160187	129.162216	플레인 베이글(크림 치즈 제외)							
933	false	커피빈 해운대한화콘도앞점	경상	부산	부산 해운대구 마린시티3로 아델리스 2층 203호	051-743-4401			빵집	일부 채식	http://www.coffeebeankorea.com/	35.154124	129.146242	플레인 베이글(크림 치즈 제외)							
934	false	커피빈 해운대홈플러스점	경상	부산	부산광역시 해운대구 우1동 1406-2	051-731-7793			빵집	일부 채식	http://www.coffeebeankorea.com/	35.158432	129.146454	플레인 베이글(크림 치즈 제외)							
935	false	커피빈 홍대아래삼거리점	수도권	서울	서울특별시 마포구 서교동361-10외1필지2,3층	02-325-6135			빵집	일부 채식	http://www.coffeebeankorea.com/	37.550835	126.923409	플레인 베이글(크림 치즈 제외)							
936	false	커피빈 홍대역점	수도권	서울	서울특별시 마포구 동교동163-12 2층	02-333-4278			빵집	일부 채식	http://www.coffeebeankorea.com/	37.555435	126.923241	플레인 베이글(크림 치즈 제외)							
937	false	커피빈 홍대정문앞점	수도권	서울	서울시마포구서교동 358-15 2-4층	02-3141-7948			빵집	일부 채식	http://www.coffeebeankorea.com/	37.553204	126.92347	플레인 베이글(크림 치즈 제외)							
938	false	커피빈 CBTL 신촌현대백화점점	수도권	서울	서울 서대문구 창천동 30-33 신촌현대백화점9층	02-3145-2949			빵집	일부 채식	http://www.coffeebeankorea.com/	37.556072	126.935799	플레인 베이글(크림 치즈 제외)							
939	false	커피빈 CBTL 천호현대백화점점	수도권	서울	서울 강동구 천호2동 455-8 천호현대백화점11층	02-2225-7495			빵집	일부 채식	http://www.coffeebeankorea.com/	37.538822	127.124246	플레인 베이글(크림 치즈 제외)							
940	false	커피빈 CBTL디큐브시티점	수도권	서울	서울 구로구 신도림동 360-51번지 디큐브시티 B2층	02-2211-0774			빵집	일부 채식	http://www.coffeebeankorea.com/	37.509113	126.889351	플레인 베이글(크림 치즈 제외)							
941	false	커피빈 CBTL서울스퀘어점	수도권	서울	서울시 중구 남대문로5가 541번지	02-6456-8658			빵집	일부 채식	http://www.coffeebeankorea.com/	37.555466	126.973747	플레인 베이글(크림 치즈 제외)							
942	false	커피빈 CBTL여의도역점	수도권	서울	서울 영등포구 여의도동 37 아일렉스상가 1층	02-784-5531			빵집	일부 채식	http://www.coffeebeankorea.com/	37.519909	126.924538	플레인 베이글(크림 치즈 제외)							
943	false	커피빈 CBTL중동 현대백화점점	수도권	부천시	경기 부천시 원미구 중1동 현대백화점부천중동점 7층	032-623-2730			빵집	일부 채식	http://www.coffeebeankorea.com/	37.504313	126.761933	플레인 베이글(크림 치즈 제외)							
944	false	커피빈 CBTL코엑스인터점	수도권	서울	서울 강남구 삼성동 159코엑스인터컨티넨탈아케이드C-07	02-552-3681			빵집	일부 채식	http://www.coffeebeankorea.com/	37.512405	127.058823	플레인 베이글(크림 치즈 제외)							
945	false	커피빈 KTX동대구역점	경상	대구	대구 동구 신암동296 KTX동대구역사 1층	053-939-7727			빵집	일부 채식	http://www.coffeebeankorea.com/	35.879566	128.627167	플레인 베이글(크림 치즈 제외)							
946	false	커피빈 KTX부산역2호점	경상	부산	부산광역시 동구 초량동1187-1번지 KTX역사내3층	051-442-5538			빵집	일부 채식	http://www.coffeebeankorea.com/	35.117058	129.043686	플레인 베이글(크림 치즈 제외)							
947	false	커피빈 KTX부산역점	경상	부산	부산시 동구 초량동1187-1번지 부산역1층 맞이방	051-441-8972			빵집	일부 채식	http://www.coffeebeankorea.com/	35.115034	129.041253	플레인 베이글(크림 치즈 제외)							
948	false	자연생활 채식뷔페	전라	광주	광주광역시 동구 궁동 24-3	062-228-0485	점심 11:30~2:30 , 저녁 5:30~8:30	금요일 저녁~ 토요일 휴무	뷔페	대부분 채식	http://blog.naver.com/sun880307/110115566711	35.15028	126.919915	뷔페식(일반 마요네즈 사용-유란)		식당앞 주차 가능				성인 10,000원	
949	false	소쇄원 채식뷔페	전라	담양군	전남 담양군 남면 지곡리 285-1	061-383-5255	점심 12:00~3:00 ,  저녁 5:00~8:30(주말만)	주중은 점심만, 주말은 점심, 저녁. 월요일 휴무	뷔페	비건	http://blog.daum.net/huido123/546	35.185024	127.009774	뷔페식						10,000원(한울벗회원 2011년까지 20% 할인)	
950	false	강남반점	경상	청도	경북 청도군 금천면 동곡리 927-19	054-373-1569	전국사찰로 출장요리를 많이 가기 때문에 반드시 전화확인 후 방문		주문식	비건	http://jae1ee.blog.me/100141742072	35.690858	128.892889	사찰짜장, 사찰짬뽕, 버섯 탕수					반드시 전화확인 후 방문		
951	false	둔내 막국수	경상	부산	부산 수영구 수영동 447-18	051-751-0097	*11~1월 석달 동안만 11시반~3시까지 영업	일요일 휴무	주문식	비건	http://blog.naver.com/kwjeong1606/30106496630	35.168513	129.115247	막국수							
953	false	락쉬미 - 해운대점	경상	부산	부산 해운대구 좌동 1492	051-703-7001			빵집	비건	http://cafe.naver.com/ululul/82265	35.172567	129.177541	수세 스팀 도넛, 음료는 유제품도 있음					KCC스위첸 아파트 상가동 112호		
955	false	러빙헛 - 노형점	제주	제주시	제주시 노형동 1291-18번지	064-751-3335	12시 ~ 오후8시	일요일 휴무	주문식	비건	http://lovinghut.kr/kr/bbs/board.php?bo_table=restaurants_kr&wr_id=72&county=제주도&lang=&city=제주시	33.487968	126.481065	주문식					노형로타리 전자랜드 뒷편		
957	false	행복한 차실	제주	서귀포시	제주 서귀포시 서홍동 441-30번지	064-738-1267			주문식	일부 채식	http://sajingyeoja.com/30118002450	33.253448	126.560537	들깨쑥떡국,채식만두,매생이만두국,연잎밥. 비건 주문가능			011-724-0458				
958	false	닥터푸드(시청 본점)	수도권	서울	서울 중구 태평로2가 68-9 2층	02-3789-5233	09:00 ~ 21:00	연중 무휴	주문식	일부 채식	http://www.dr-food.co.kr/	37.563219	126.976966	곰취나물밥,부추된장비빔밥,단호박밥,곤드레밥,비빕밥 등					도시락 가능	주로 6~8천원 선	
960	false	싸루	수도권	서울	서울 성북구 안암동5가 103-39 2층	02-953-1916			주문식	일부 채식	http://cafe.naver.com/ululul/87144	37.584206	127.029768	인도 네팔 음식							
961	false	자련	수도권	성남시	경기 성남시 수정구 금토동 89	031-8016-8044			주문식	비건	http://cafe.naver.com/ululul/89025	37.418351	127.079598	사찰 음식					비건인지 확인요		
962	false	비스켓(스무디카페)	수도권	서울	서울 종로구 관철동 11-14	02-3141-2366			빵집	비건	http://cafe.naver.com/ululul/87758	37.568594	126.985868	100% 천연 음료					원하는 과일과 채소 3가지를 선택하여 만드는 자기만의 음료		
963	false	햇빛부엌	수도권	서울	서울 마포구 서교동 459-2	02-338-3235			주문식	비건	http://cafe.naver.com/ululul/89410	37.55588	126.91554	햇빛두부밥, 현미떡볶기, 비건쿠키 등 메뉴판에 비건 표시					메뉴판의 비건 표시 메뉴 주문		
964	false	꼬리 달린 빗자루	제주	제주시	제주특별자치도 제주시 삼도2동 303-8	064-725-7022	10:00 ~ 21:00	2, 4째 일요일	주문식	일부 채식	http://blog.naver.com/ccobit	33.504477	126.525035	들깨수제비, 산채비빕밥, 차					작고 아담한 곳	대부분 6,000원	
965	false	디마떼오 피자-대학로점	수도권	서울	서울 종로구 동숭길 29	02-747-4444			주문식	일부 채식	http://www.dimatteo.co.kr/	37.579999	127.003911	비건 피자 (메뉴판에 비건 표시)							
966	false	디마떼오 피자-남이섬점	수도권	가평	경기 가평군 가평읍 달전리 14	031-582-8822			주문식	일부 채식	http://www.dimatteo.co.kr	37.794313	127.525864	비건 피자 (메뉴판에 비건 표시)							
969	false	봉평메밀막국수	수도권	서울	서울 용산구 원효로2가 43-4	02-717-7711			주문식	일부 채식	http://cafe.naver.com/ululul/90696	37.535881	126.963042	막국수 - 곡물,야채,과일로 만든 채수사용					용산전자상가 인근	6,000 ~ 7,000	
970	false	화진포 막국수 - 강동구	수도권	서울	서울 강동구 성내동 559-9	02-478-1539			주문식	일부 채식		37.528407	127.124562	동치미 막국수 (계란 제외)					강동구청 앞		
971	false	키친아이	수도권	서울	서울 용산구 이촌동 300-23	02-794-9711			주문식	일부 채식	http://cafe.naver.com/ululul/87269	37.519349	126.975034	키친아이 샐러드(소스를 채식으로 선택)							
972	false	퍼스트 네팔	수도권	서울	서울 서대문구 대현동 90-24	02-364-8771			주문식	일부 채식	http://www.firstnepal.com	37.5578	126.943693	베지터블 메뉴 비건으로 주문							
973	false	퍼스트 네팔 - 용인 죽전	수도권	용인시	경기도 용인시 수지구 죽전동 1321-3	031-889-8773			주문식	일부 채식	http://www.firstnepal.com	37.322675	127.123833	베지터블 메뉴를 비건으로 주문							
974	false	바닐라빈	수도권	서울	서울 마포구 서교동 461-16	02-333-6543			빵집	비건	http://cafe.naver.com/ululul/90521	37.555325	126.917354	우리밀 천연발효종 무설탕 비건 빵							
975	false	카페 효소원	수도권	서울	서울 서초구 방배2동 475-20	02-598-1820			주문식	비건	http://cafe.naver.com/ululul/90541	37.477821	126.987314	통밀 비건 샌드위치, 유기농 현미떡 등		건물 주차장(만차일 수도 있음)			효소원 식당 바로옆	2,000~3,000 선	
983	false	오월의 종	수도권	서울	서울 용산구 한남동 737-2	02-792-5561			빵집	일부 채식	http://cafe.naver.com/ululul/62598	37.535764	126.999078	천연효모 사워종 호밀빵							
